Community Area,Primary Type,Year,ID
2.0,MOTOR VEHICLE THEFT,2018,68
2.0,NARCOTICS,2002,119
2.0,NARCOTICS,2003,201
2.0,NARCOTICS,2004,181
2.0,NARCOTICS,2005,291
2.0,NARCOTICS,2006,387
2.0,NARCOTICS,2007,383
2.0,NARCOTICS,2008,366
2.0,NARCOTICS,2009,402
2.0,NARCOTICS,2010,331
2.0,NARCOTICS,2011,278
2.0,NARCOTICS,2012,230
2.0,NARCOTICS,2013,216
2.0,NARCOTICS,2014,177
2.0,NARCOTICS,2015,160
2.0,NARCOTICS,2016,89
2.0,NARCOTICS,2017,52
2.0,NARCOTICS,2018,27
2.0,NON-CRIMINAL,2016,1
2.0,NON-CRIMINAL,2018,1
2.0,NON-CRIMINAL (SUBJECT SPECIFIED),2012,1
2.0,OBSCENITY,2004,2
2.0,OBSCENITY,2007,1
2.0,OBSCENITY,2009,1
2.0,OBSCENITY,2010,1
2.0,OBSCENITY,2011,2
2.0,OBSCENITY,2012,1
2.0,OBSCENITY,2014,1
2.0,OBSCENITY,2015,1
2.0,OBSCENITY,2016,3
2.0,OBSCENITY,2017,1
2.0,OFFENSE INVOLVING CHILDREN,2001,1
2.0,OFFENSE INVOLVING CHILDREN,2002,28
2.0,OFFENSE INVOLVING CHILDREN,2003,39
2.0,OFFENSE INVOLVING CHILDREN,2004,43
2.0,OFFENSE INVOLVING CHILDREN,2005,34
2.0,OFFENSE INVOLVING CHILDREN,2006,27
2.0,OFFENSE INVOLVING CHILDREN,2007,29
2.0,OFFENSE INVOLVING CHILDREN,2008,38
2.0,OFFENSE INVOLVING CHILDREN,2009,34
2.0,OFFENSE INVOLVING CHILDREN,2010,34
2.0,OFFENSE INVOLVING CHILDREN,2011,28
2.0,OFFENSE INVOLVING CHILDREN,2012,35
2.0,OFFENSE INVOLVING CHILDREN,2013,31
2.0,OFFENSE INVOLVING CHILDREN,2014,34
2.0,OFFENSE INVOLVING CHILDREN,2015,37
2.0,OFFENSE INVOLVING CHILDREN,2016,38
2.0,OFFENSE INVOLVING CHILDREN,2017,30
2.0,OFFENSE INVOLVING CHILDREN,2018,11
2.0,OTHER NARCOTIC VIOLATION,2009,1
2.0,OTHER OFFENSE,2001,3
2.0,OTHER OFFENSE,2002,351
2.0,OTHER OFFENSE,2003,477
2.0,OTHER OFFENSE,2004,465
2.0,OTHER OFFENSE,2005,479
2.0,OTHER OFFENSE,2006,460
2.0,OTHER OFFENSE,2007,438
2.0,OTHER OFFENSE,2008,422
2.0,OTHER OFFENSE,2009,403
2.0,OTHER OFFENSE,2010,347
2.0,OTHER OFFENSE,2011,305
2.0,OTHER OFFENSE,2012,266
2.0,OTHER OFFENSE,2013,263
2.0,OTHER OFFENSE,2014,227
2.0,OTHER OFFENSE,2015,235
2.0,OTHER OFFENSE,2016,225
2.0,OTHER OFFENSE,2017,245
2.0,OTHER OFFENSE,2018,87
2.0,PROSTITUTION,2002,6
2.0,PROSTITUTION,2003,4
2.0,PROSTITUTION,2004,11
2.0,PROSTITUTION,2005,14
2.0,PROSTITUTION,2006,26
2.0,PROSTITUTION,2007,23
2.0,PROSTITUTION,2008,16
2.0,PROSTITUTION,2009,9
2.0,PROSTITUTION,2010,6
2.0,PROSTITUTION,2011,2
2.0,PROSTITUTION,2012,13
2.0,PROSTITUTION,2013,1
2.0,PROSTITUTION,2014,3
2.0,PROSTITUTION,2015,2
2.0,PROSTITUTION,2016,1
2.0,PROSTITUTION,2017,2
2.0,PUBLIC INDECENCY,2005,1
2.0,PUBLIC INDECENCY,2015,1
2.0,PUBLIC PEACE VIOLATION,2002,17
2.0,PUBLIC PEACE VIOLATION,2003,34
2.0,PUBLIC PEACE VIOLATION,2004,21
2.0,PUBLIC PEACE VIOLATION,2005,27
2.0,PUBLIC PEACE VIOLATION,2006,30
2.0,PUBLIC PEACE VIOLATION,2007,32
2.0,PUBLIC PEACE VIOLATION,2008,27
2.0,PUBLIC PEACE VIOLATION,2009,37
2.0,PUBLIC PEACE VIOLATION,2010,31
2.0,PUBLIC PEACE VIOLATION,2011,33
2.0,PUBLIC PEACE VIOLATION,2012,26
2.0,PUBLIC PEACE VIOLATION,2013,24
2.0,PUBLIC PEACE VIOLATION,2014,23
2.0,PUBLIC PEACE VIOLATION,2015,33
2.0,PUBLIC PEACE VIOLATION,2016,13
2.0,PUBLIC PEACE VIOLATION,2017,16
2.0,PUBLIC PEACE VIOLATION,2018,1
2.0,ROBBERY,2002,144
2.0,ROBBERY,2003,161
2.0,ROBBERY,2004,193
2.0,ROBBERY,2005,192
2.0,ROBBERY,2006,193
2.0,ROBBERY,2007,106
2.0,ROBBERY,2008,166
2.0,ROBBERY,2009,166
2.0,ROBBERY,2010,186
2.0,ROBBERY,2011,140
2.0,ROBBERY,2012,142
2.0,ROBBERY,2013,151
2.0,ROBBERY,2014,113
2.0,ROBBERY,2015,91
2.0,ROBBERY,2016,127
2.0,ROBBERY,2017,115
2.0,ROBBERY,2018,53
2.0,SEX OFFENSE,2001,1
2.0,SEX OFFENSE,2002,29
2.0,SEX OFFENSE,2003,25
2.0,SEX OFFENSE,2004,17
2.0,SEX OFFENSE,2005,31
2.0,SEX OFFENSE,2006,21
2.0,SEX OFFENSE,2007,23
2.0,SEX OFFENSE,2008,18
2.0,SEX OFFENSE,2009,22
2.0,SEX OFFENSE,2010,16
2.0,SEX OFFENSE,2011,21
2.0,SEX OFFENSE,2012,14
2.0,SEX OFFENSE,2013,11
2.0,SEX OFFENSE,2014,12
2.0,SEX OFFENSE,2015,21
2.0,SEX OFFENSE,2016,22
2.0,SEX OFFENSE,2017,25
2.0,SEX OFFENSE,2018,5
2.0,STALKING,2002,2
2.0,STALKING,2003,4
2.0,STALKING,2004,3
2.0,STALKING,2006,2
2.0,STALKING,2008,4
2.0,STALKING,2009,7
2.0,STALKING,2010,6
2.0,STALKING,2011,1
2.0,STALKING,2012,5
2.0,STALKING,2013,2
2.0,STALKING,2014,3
2.0,STALKING,2016,2
2.0,STALKING,2017,3
2.0,STALKING,2018,1
2.0,THEFT,2001,14
2.0,THEFT,2002,1076
2.0,THEFT,2003,1323
2.0,THEFT,2004,1536
2.0,THEFT,2005,1536
2.0,THEFT,2006,1565
2.0,THEFT,2007,1266
2.0,THEFT,2008,1343
2.0,THEFT,2009,1235
2.0,THEFT,2010,1118
2.0,THEFT,2011,1045
2.0,THEFT,2012,978
2.0,THEFT,2013,992
2.0,THEFT,2014,808
2.0,THEFT,2015,683
2.0,THEFT,2016,734
2.0,THEFT,2017,915
2.0,THEFT,2018,291
2.0,WEAPONS VIOLATION,2002,7
2.0,WEAPONS VIOLATION,2003,19
2.0,WEAPONS VIOLATION,2004,21
2.0,WEAPONS VIOLATION,2005,23
2.0,WEAPONS VIOLATION,2006,37
2.0,WEAPONS VIOLATION,2007,21
2.0,WEAPONS VIOLATION,2008,34
2.0,WEAPONS VIOLATION,2009,25
2.0,WEAPONS VIOLATION,2010,26
2.0,WEAPONS VIOLATION,2011,33
2.0,WEAPONS VIOLATION,2012,18
2.0,WEAPONS VIOLATION,2013,28
2.0,WEAPONS VIOLATION,2014,26
2.0,WEAPONS VIOLATION,2015,33
2.0,WEAPONS VIOLATION,2016,34
2.0,WEAPONS VIOLATION,2017,23
2.0,WEAPONS VIOLATION,2018,13
3.0,ARSON,2002,5
3.0,ARSON,2003,8
3.0,ARSON,2004,5
3.0,ARSON,2005,7
3.0,ARSON,2006,10
3.0,ARSON,2007,5
3.0,ARSON,2008,2
3.0,ARSON,2009,5
3.0,ARSON,2010,2
3.0,ARSON,2011,4
3.0,ARSON,2012,4
3.0,ARSON,2013,1
3.0,ARSON,2014,5
3.0,ARSON,2015,2
3.0,ARSON,2016,2
3.0,ARSON,2017,1
3.0,ARSON,2018,1
3.0,ASSAULT,2001,1
3.0,ASSAULT,2002,424
3.0,ASSAULT,2003,448
3.0,ASSAULT,2004,448
3.0,ASSAULT,2005,433
3.0,ASSAULT,2006,395
3.0,ASSAULT,2007,366
3.0,ASSAULT,2008,365
3.0,ASSAULT,2009,310
3.0,ASSAULT,2010,301
3.0,ASSAULT,2011,282
3.0,ASSAULT,2012,244
3.0,ASSAULT,2013,277
3.0,ASSAULT,2014,212
3.0,ASSAULT,2015,236
3.0,ASSAULT,2016,251
3.0,ASSAULT,2017,275
3.0,ASSAULT,2018,92
3.0,BATTERY,2001,3
3.0,BATTERY,2002,1075
3.0,BATTERY,2003,1249
3.0,BATTERY,2004,1298
3.0,BATTERY,2005,1230
3.0,BATTERY,2006,1130
3.0,BATTERY,2007,1113
3.0,BATTERY,2008,1043
3.0,BATTERY,2009,860
3.0,BATTERY,2010,849
3.0,BATTERY,2011,673
3.0,BATTERY,2012,736
3.0,BATTERY,2013,670
3.0,BATTERY,2014,613
3.0,BATTERY,2015,674
3.0,BATTERY,2016,679
3.0,BATTERY,2017,663
3.0,BATTERY,2018,257
3.0,BURGLARY,2001,1
3.0,BURGLARY,2002,179
3.0,BURGLARY,2003,284
3.0,BURGLARY,2004,325
3.0,BURGLARY,2005,301
3.0,BURGLARY,2006,249
3.0,BURGLARY,2007,240
3.0,BURGLARY,2008,260
3.0,BURGLARY,2009,209
3.0,BURGLARY,2010,223
3.0,BURGLARY,2011,227
3.0,BURGLARY,2012,217
3.0,BURGLARY,2013,132
3.0,BURGLARY,2014,114
3.0,BURGLARY,2015,119
3.0,BURGLARY,2016,136
3.0,BURGLARY,2017,160
3.0,BURGLARY,2018,54
3.0,CONCEALED CARRY LICENSE VIOLATION,2014,1
3.0,CRIM SEXUAL ASSAULT,2001,2
3.0,CRIM SEXUAL ASSAULT,2002,28
3.0,CRIM SEXUAL ASSAULT,2003,23
3.0,CRIM SEXUAL ASSAULT,2004,28
3.0,CRIM SEXUAL ASSAULT,2005,27
3.0,CRIM SEXUAL ASSAULT,2006,17
3.0,CRIM SEXUAL ASSAULT,2007,20
3.0,CRIM SEXUAL ASSAULT,2008,29
3.0,CRIM SEXUAL ASSAULT,2009,28
3.0,CRIM SEXUAL ASSAULT,2010,20
3.0,CRIM SEXUAL ASSAULT,2011,35
3.0,CRIM SEXUAL ASSAULT,2012,20
3.0,CRIM SEXUAL ASSAULT,2013,23
3.0,CRIM SEXUAL ASSAULT,2014,23
3.0,CRIM SEXUAL ASSAULT,2015,30
3.0,CRIM SEXUAL ASSAULT,2016,27
3.0,CRIM SEXUAL ASSAULT,2017,48
3.0,CRIM SEXUAL ASSAULT,2018,15
3.0,CRIMINAL DAMAGE,2001,2
3.0,CRIMINAL DAMAGE,2002,555
3.0,CRIMINAL DAMAGE,2003,635
3.0,CRIMINAL DAMAGE,2004,650
3.0,CRIMINAL DAMAGE,2005,728
3.0,CRIMINAL DAMAGE,2006,710
3.0,CRIMINAL DAMAGE,2007,666
3.0,CRIMINAL DAMAGE,2008,626
3.0,CRIMINAL DAMAGE,2009,520
3.0,CRIMINAL DAMAGE,2010,492
3.0,CRIMINAL DAMAGE,2011,395
3.0,CRIMINAL DAMAGE,2012,447
3.0,CRIMINAL DAMAGE,2013,368
3.0,CRIMINAL DAMAGE,2014,330
3.0,CRIMINAL DAMAGE,2015,325
3.0,CRIMINAL DAMAGE,2016,306
3.0,CRIMINAL DAMAGE,2017,318
3.0,CRIMINAL DAMAGE,2018,94
3.0,CRIMINAL TRESPASS,2002,272
3.0,CRIMINAL TRESPASS,2003,414
3.0,CRIMINAL TRESPASS,2004,360
3.0,CRIMINAL TRESPASS,2005,375
3.0,CRIMINAL TRESPASS,2006,289
3.0,CRIMINAL TRESPASS,2007,299
3.0,CRIMINAL TRESPASS,2008,190
3.0,CRIMINAL TRESPASS,2009,175
3.0,CRIMINAL TRESPASS,2010,131
3.0,CRIMINAL TRESPASS,2011,137
3.0,CRIMINAL TRESPASS,2012,137
3.0,CRIMINAL TRESPASS,2013,149
3.0,CRIMINAL TRESPASS,2014,180
3.0,CRIMINAL TRESPASS,2015,143
3.0,CRIMINAL TRESPASS,2016,125
3.0,CRIMINAL TRESPASS,2017,118
3.0,CRIMINAL TRESPASS,2018,51
3.0,DECEPTIVE PRACTICE,2001,10
3.0,DECEPTIVE PRACTICE,2002,340
3.0,DECEPTIVE PRACTICE,2003,444
3.0,DECEPTIVE PRACTICE,2004,428
3.0,DECEPTIVE PRACTICE,2005,430
3.0,DECEPTIVE PRACTICE,2006,279
3.0,DECEPTIVE PRACTICE,2007,247
3.0,DECEPTIVE PRACTICE,2008,276
3.0,DECEPTIVE PRACTICE,2009,268
3.0,DECEPTIVE PRACTICE,2010,261
3.0,DECEPTIVE PRACTICE,2011,268
3.0,DECEPTIVE PRACTICE,2012,266
3.0,DECEPTIVE PRACTICE,2013,304
3.0,DECEPTIVE PRACTICE,2014,271
3.0,DECEPTIVE PRACTICE,2015,327
3.0,DECEPTIVE PRACTICE,2016,354
3.0,DECEPTIVE PRACTICE,2017,392
3.0,DECEPTIVE PRACTICE,2018,134
3.0,GAMBLING,2002,6
3.0,GAMBLING,2003,16
3.0,GAMBLING,2004,12
3.0,GAMBLING,2005,5
3.0,GAMBLING,2006,12
3.0,GAMBLING,2007,14
3.0,GAMBLING,2008,10
3.0,GAMBLING,2009,5
3.0,GAMBLING,2010,7
3.0,GAMBLING,2011,2
3.0,GAMBLING,2012,1
3.0,GAMBLING,2013,1
3.0,GAMBLING,2015,2
3.0,GAMBLING,2016,1
3.0,HOMICIDE,2001,8
3.0,HOMICIDE,2002,4
3.0,HOMICIDE,2003,9
3.0,HOMICIDE,2004,2
3.0,HOMICIDE,2005,1
3.0,HOMICIDE,2006,3
3.0,HOMICIDE,2007,5
3.0,HOMICIDE,2008,3
3.0,HOMICIDE,2009,1
3.0,HOMICIDE,2010,4
3.0,HOMICIDE,2011,5
3.0,HOMICIDE,2012,5
3.0,HOMICIDE,2013,1
3.0,HOMICIDE,2014,5
3.0,HOMICIDE,2015,12
3.0,HOMICIDE,2016,8
3.0,HOMICIDE,2017,5
3.0,INTERFERENCE WITH PUBLIC OFFICER,2002,6
3.0,INTERFERENCE WITH PUBLIC OFFICER,2003,6
3.0,INTERFERENCE WITH PUBLIC OFFICER,2004,7
3.0,INTERFERENCE WITH PUBLIC OFFICER,2005,7
3.0,INTERFERENCE WITH PUBLIC OFFICER,2006,10
3.0,INTERFERENCE WITH PUBLIC OFFICER,2007,9
3.0,INTERFERENCE WITH PUBLIC OFFICER,2008,5
3.0,INTERFERENCE WITH PUBLIC OFFICER,2009,13
3.0,INTERFERENCE WITH PUBLIC OFFICER,2010,17
3.0,INTERFERENCE WITH PUBLIC OFFICER,2011,10
3.0,INTERFERENCE WITH PUBLIC OFFICER,2012,10
3.0,INTERFERENCE WITH PUBLIC OFFICER,2013,12
3.0,INTERFERENCE WITH PUBLIC OFFICER,2014,14
3.0,INTERFERENCE WITH PUBLIC OFFICER,2015,10
3.0,INTERFERENCE WITH PUBLIC OFFICER,2016,2
3.0,INTERFERENCE WITH PUBLIC OFFICER,2017,12
3.0,INTERFERENCE WITH PUBLIC OFFICER,2018,5
3.0,INTIMIDATION,2002,1
3.0,INTIMIDATION,2003,4
3.0,INTIMIDATION,2004,4
3.0,INTIMIDATION,2005,3
3.0,INTIMIDATION,2006,6
3.0,INTIMIDATION,2007,1
3.0,INTIMIDATION,2008,4
3.0,INTIMIDATION,2009,3
3.0,INTIMIDATION,2010,3
3.0,INTIMIDATION,2011,3
3.0,INTIMIDATION,2012,3
3.0,INTIMIDATION,2013,1
3.0,INTIMIDATION,2014,1
3.0,INTIMIDATION,2015,2
3.0,INTIMIDATION,2017,3
3.0,KIDNAPPING,2002,11
3.0,KIDNAPPING,2003,5
3.0,KIDNAPPING,2004,4
3.0,KIDNAPPING,2005,5
3.0,KIDNAPPING,2006,1
3.0,KIDNAPPING,2008,7
3.0,KIDNAPPING,2009,2
3.0,KIDNAPPING,2010,2
3.0,KIDNAPPING,2011,2
3.0,KIDNAPPING,2012,2
3.0,KIDNAPPING,2013,1
3.0,KIDNAPPING,2015,2
3.0,KIDNAPPING,2016,1
3.0,KIDNAPPING,2017,1
3.0,KIDNAPPING,2018,1
3.0,LIQUOR LAW VIOLATION,2001,1
3.0,LIQUOR LAW VIOLATION,2002,36
3.0,LIQUOR LAW VIOLATION,2003,44
3.0,LIQUOR LAW VIOLATION,2004,28
3.0,LIQUOR LAW VIOLATION,2005,16
3.0,LIQUOR LAW VIOLATION,2006,20
3.0,LIQUOR LAW VIOLATION,2007,17
3.0,LIQUOR LAW VIOLATION,2008,17
3.0,LIQUOR LAW VIOLATION,2009,13
3.0,LIQUOR LAW VIOLATION,2010,20
3.0,LIQUOR LAW VIOLATION,2011,8
3.0,LIQUOR LAW VIOLATION,2012,2
3.0,LIQUOR LAW VIOLATION,2013,4
3.0,LIQUOR LAW VIOLATION,2014,1
3.0,LIQUOR LAW VIOLATION,2015,3
3.0,LIQUOR LAW VIOLATION,2016,2
3.0,LIQUOR LAW VIOLATION,2017,3
3.0,MOTOR VEHICLE THEFT,2001,8
3.0,MOTOR VEHICLE THEFT,2002,185
3.0,MOTOR VEHICLE THEFT,2003,190
3.0,MOTOR VEHICLE THEFT,2004,236
3.0,MOTOR VEHICLE THEFT,2005,243
3.0,MOTOR VEHICLE THEFT,2006,212
3.0,MOTOR VEHICLE THEFT,2007,173
3.0,MOTOR VEHICLE THEFT,2008,159
3.0,MOTOR VEHICLE THEFT,2009,147
3.0,MOTOR VEHICLE THEFT,2010,187
3.0,MOTOR VEHICLE THEFT,2011,203
3.0,MOTOR VEHICLE THEFT,2012,270
3.0,MOTOR VEHICLE THEFT,2013,190
3.0,MOTOR VEHICLE THEFT,2014,105
3.0,MOTOR VEHICLE THEFT,2015,155
3.0,MOTOR VEHICLE THEFT,2016,108
3.0,MOTOR VEHICLE THEFT,2017,107
3.0,MOTOR VEHICLE THEFT,2018,42
3.0,NARCOTICS,2001,7
3.0,NARCOTICS,2002,658
3.0,NARCOTICS,2003,954
3.0,NARCOTICS,2004,808
3.0,NARCOTICS,2005,1047
3.0,NARCOTICS,2006,1100
3.0,NARCOTICS,2007,1041
3.0,NARCOTICS,2008,736
3.0,NARCOTICS,2009,609
3.0,NARCOTICS,2010,673
3.0,NARCOTICS,2011,697
3.0,NARCOTICS,2012,735
3.0,NARCOTICS,2013,482
3.0,NARCOTICS,2014,524
3.0,NARCOTICS,2015,286
3.0,NARCOTICS,2016,115
3.0,NARCOTICS,2017,68
3.0,NARCOTICS,2018,24
3.0,NON-CRIMINAL,2010,1
3.0,NON-CRIMINAL,2014,1
3.0,NON-CRIMINAL,2016,3
3.0,OBSCENITY,2002,1
3.0,OBSCENITY,2005,1
3.0,OBSCENITY,2012,3
3.0,OBSCENITY,2016,1
3.0,OBSCENITY,2018,1
3.0,OFFENSE INVOLVING CHILDREN,2001,3
3.0,OFFENSE INVOLVING CHILDREN,2002,30
3.0,OFFENSE INVOLVING CHILDREN,2003,53
3.0,OFFENSE INVOLVING CHILDREN,2004,36
3.0,OFFENSE INVOLVING CHILDREN,2005,43
3.0,OFFENSE INVOLVING CHILDREN,2006,43
3.0,OFFENSE INVOLVING CHILDREN,2007,27
3.0,OFFENSE INVOLVING CHILDREN,2008,18
3.0,OFFENSE INVOLVING CHILDREN,2009,21
3.0,OFFENSE INVOLVING CHILDREN,2010,16
3.0,OFFENSE INVOLVING CHILDREN,2011,18
3.0,OFFENSE INVOLVING CHILDREN,2012,31
3.0,OFFENSE INVOLVING CHILDREN,2013,32
3.0,OFFENSE INVOLVING CHILDREN,2014,22
3.0,OFFENSE INVOLVING CHILDREN,2015,35
3.0,OFFENSE INVOLVING CHILDREN,2016,24
3.0,OFFENSE INVOLVING CHILDREN,2017,19
3.0,OFFENSE INVOLVING CHILDREN,2018,12
3.0,OTHER NARCOTIC VIOLATION,2004,1
3.0,OTHER NARCOTIC VIOLATION,2005,1
3.0,OTHER NARCOTIC VIOLATION,2014,1
3.0,OTHER OFFENSE,2001,4
3.0,OTHER OFFENSE,2002,376
3.0,OTHER OFFENSE,2003,533
3.0,OTHER OFFENSE,2004,501
3.0,OTHER OFFENSE,2005,461
3.0,OTHER OFFENSE,2006,415
3.0,OTHER OFFENSE,2007,385
3.0,OTHER OFFENSE,2008,387
3.0,OTHER OFFENSE,2009,347
3.0,OTHER OFFENSE,2010,283
3.0,OTHER OFFENSE,2011,285
3.0,OTHER OFFENSE,2012,245
3.0,OTHER OFFENSE,2013,281
3.0,OTHER OFFENSE,2014,240
3.0,OTHER OFFENSE,2015,223
3.0,OTHER OFFENSE,2016,189
3.0,OTHER OFFENSE,2017,210
3.0,OTHER OFFENSE,2018,84
3.0,PROSTITUTION,2002,136
3.0,PROSTITUTION,2003,148
3.0,PROSTITUTION,2004,134
3.0,PROSTITUTION,2005,136
3.0,PROSTITUTION,2006,84
3.0,PROSTITUTION,2007,67
3.0,PROSTITUTION,2008,20
3.0,PROSTITUTION,2009,33
3.0,PROSTITUTION,2010,16
3.0,PROSTITUTION,2011,7
3.0,PROSTITUTION,2012,7
3.0,PROSTITUTION,2013,4
3.0,PROSTITUTION,2014,2
3.0,PROSTITUTION,2015,2
3.0,PROSTITUTION,2017,1
3.0,PUBLIC INDECENCY,2011,1
3.0,PUBLIC INDECENCY,2013,1
3.0,PUBLIC PEACE VIOLATION,2001,1
3.0,PUBLIC PEACE VIOLATION,2002,47
3.0,PUBLIC PEACE VIOLATION,2003,66
3.0,PUBLIC PEACE VIOLATION,2004,96
3.0,PUBLIC PEACE VIOLATION,2005,79
3.0,PUBLIC PEACE VIOLATION,2006,59
3.0,PUBLIC PEACE VIOLATION,2007,60
3.0,PUBLIC PEACE VIOLATION,2008,53
3.0,PUBLIC PEACE VIOLATION,2009,57
3.0,PUBLIC PEACE VIOLATION,2010,65
3.0,PUBLIC PEACE VIOLATION,2011,44
3.0,PUBLIC PEACE VIOLATION,2012,27
3.0,PUBLIC PEACE VIOLATION,2013,46
3.0,PUBLIC PEACE VIOLATION,2014,31
3.0,PUBLIC PEACE VIOLATION,2015,31
3.0,PUBLIC PEACE VIOLATION,2016,23
3.0,PUBLIC PEACE VIOLATION,2017,31
3.0,PUBLIC PEACE VIOLATION,2018,7
3.0,ROBBERY,2001,1
3.0,ROBBERY,2002,197
3.0,ROBBERY,2003,221
3.0,ROBBERY,2004,213
3.0,ROBBERY,2005,226
3.0,ROBBERY,2006,191
3.0,ROBBERY,2007,195
3.0,ROBBERY,2008,183
3.0,ROBBERY,2009,176
3.0,ROBBERY,2010,165
3.0,ROBBERY,2011,145
3.0,ROBBERY,2012,140
3.0,ROBBERY,2013,123
3.0,ROBBERY,2014,105
3.0,ROBBERY,2015,115
3.0,ROBBERY,2016,144
3.0,ROBBERY,2017,103
3.0,ROBBERY,2018,26
3.0,SEX OFFENSE,2001,3
3.0,SEX OFFENSE,2002,46
3.0,SEX OFFENSE,2003,78
3.0,SEX OFFENSE,2004,92
3.0,SEX OFFENSE,2005,82
3.0,SEX OFFENSE,2006,53
3.0,SEX OFFENSE,2007,47
3.0,SEX OFFENSE,2008,46
3.0,SEX OFFENSE,2009,36
3.0,SEX OFFENSE,2010,22
3.0,SEX OFFENSE,2011,20
3.0,SEX OFFENSE,2012,26
3.0,SEX OFFENSE,2013,19
3.0,SEX OFFENSE,2014,21
3.0,SEX OFFENSE,2015,17
3.0,SEX OFFENSE,2016,20
3.0,SEX OFFENSE,2017,25
3.0,SEX OFFENSE,2018,11
3.0,STALKING,2002,3
3.0,STALKING,2003,4
3.0,STALKING,2004,1
3.0,STALKING,2005,3
3.0,STALKING,2006,1
3.0,STALKING,2007,1
3.0,STALKING,2008,3
3.0,STALKING,2009,1
3.0,STALKING,2010,2
3.0,STALKING,2011,5
3.0,STALKING,2012,4
3.0,STALKING,2013,1
3.0,STALKING,2016,1
3.0,STALKING,2017,1
3.0,STALKING,2018,1
3.0,THEFT,2001,17
3.0,THEFT,2002,1389
3.0,THEFT,2003,1649
3.0,THEFT,2004,1695
3.0,THEFT,2005,1627
3.0,THEFT,2006,1497
3.0,THEFT,2007,1373
3.0,THEFT,2008,1530
3.0,THEFT,2009,1324
3.0,THEFT,2010,1286
3.0,THEFT,2011,1268
3.0,THEFT,2012,1350
3.0,THEFT,2013,1142
3.0,THEFT,2014,969
3.0,THEFT,2015,885
3.0,THEFT,2016,1015
3.0,THEFT,2017,965
3.0,THEFT,2018,288
3.0,WEAPONS VIOLATION,2002,29
3.0,WEAPONS VIOLATION,2003,37
3.0,WEAPONS VIOLATION,2004,33
3.0,WEAPONS VIOLATION,2005,26
3.0,WEAPONS VIOLATION,2006,20
3.0,WEAPONS VIOLATION,2007,24
3.0,WEAPONS VIOLATION,2008,29
3.0,WEAPONS VIOLATION,2009,25
3.0,WEAPONS VIOLATION,2010,26
3.0,WEAPONS VIOLATION,2011,33
3.0,WEAPONS VIOLATION,2012,44
3.0,WEAPONS VIOLATION,2013,23
3.0,WEAPONS VIOLATION,2014,21
3.0,WEAPONS VIOLATION,2015,21
3.0,WEAPONS VIOLATION,2016,25
3.0,WEAPONS VIOLATION,2017,23
3.0,WEAPONS VIOLATION,2018,10
4.0,ARSON,2002,7
4.0,ARSON,2003,2
4.0,ARSON,2004,4
4.0,ARSON,2005,2
4.0,ARSON,2006,5
4.0,ARSON,2007,5
4.0,ARSON,2008,2
4.0,ARSON,2009,2
4.0,ARSON,2010,1
4.0,ARSON,2011,1
4.0,ARSON,2012,1
4.0,ARSON,2014,1
4.0,ARSON,2015,1
4.0,ARSON,2016,1
4.0,ARSON,2017,2
4.0,ARSON,2018,1
4.0,ASSAULT,2001,1
4.0,ASSAULT,2002,160
4.0,ASSAULT,2003,154
4.0,ASSAULT,2004,157
4.0,ASSAULT,2005,161
4.0,ASSAULT,2006,134
4.0,ASSAULT,2007,134
4.0,ASSAULT,2008,152
4.0,ASSAULT,2009,116
4.0,ASSAULT,2010,120
4.0,ASSAULT,2011,100
4.0,ASSAULT,2012,124
4.0,ASSAULT,2013,111
4.0,ASSAULT,2014,87
4.0,ASSAULT,2015,99
4.0,ASSAULT,2016,95
4.0,ASSAULT,2017,125
4.0,ASSAULT,2018,44
4.0,BATTERY,2001,2
4.0,BATTERY,2002,437
4.0,BATTERY,2003,559
4.0,BATTERY,2004,493
4.0,BATTERY,2005,486
4.0,BATTERY,2006,431
4.0,BATTERY,2007,398
4.0,BATTERY,2008,406
4.0,BATTERY,2009,399
4.0,BATTERY,2010,346
4.0,BATTERY,2011,316
4.0,BATTERY,2012,354
4.0,BATTERY,2013,354
4.0,BATTERY,2014,327
4.0,BATTERY,2015,289
4.0,BATTERY,2016,296
4.0,BATTERY,2017,288
4.0,BATTERY,2018,131
4.0,BURGLARY,2001,2
4.0,BURGLARY,2002,197
4.0,BURGLARY,2003,215
4.0,BURGLARY,2004,248
4.0,BURGLARY,2005,288
4.0,BURGLARY,2006,213
4.0,BURGLARY,2007,188
4.0,BURGLARY,2008,167
4.0,BURGLARY,2009,180
4.0,BURGLARY,2010,197
4.0,BURGLARY,2011,173
4.0,BURGLARY,2012,214
4.0,BURGLARY,2013,167
4.0,BURGLARY,2014,123
4.0,BURGLARY,2015,89
4.0,BURGLARY,2016,117
4.0,BURGLARY,2017,109
4.0,BURGLARY,2018,37
4.0,CONCEALED CARRY LICENSE VIOLATION,2016,1
4.0,CRIM SEXUAL ASSAULT,2001,1
4.0,CRIM SEXUAL ASSAULT,2002,12
4.0,CRIM SEXUAL ASSAULT,2003,7
4.0,CRIM SEXUAL ASSAULT,2004,4
4.0,CRIM SEXUAL ASSAULT,2005,8
4.0,CRIM SEXUAL ASSAULT,2006,10
4.0,CRIM SEXUAL ASSAULT,2007,5
4.0,CRIM SEXUAL ASSAULT,2008,9
4.0,CRIM SEXUAL ASSAULT,2009,6
